hv=5389974.92
time=16444.54
500.211284,2494.876595
500.347914,2495.252678
500.478790,2495.604594
500.609555,2495.932541
500.734179,2496.235028
500.850552,2496.513073
500.963942,2496.767919
501.067987,2497.001498
501.168063,2497.222679
501.262260,2497.423213
501.355125,2497.604089
501.432724,2497.768106
501.496326,2497.917122
501.553342,2498.050402
501.595980,2498.170290
501.627673,2498.277711
501.650067,2498.372913
501.656474,2498.457257
501.658283,2498.528713
501.652737,2498.588820
501.641315,2498.636659
501.628140,2498.672116
501.617937,2498.694294
501.610891,2498.703836
501.614726,2498.698329
501.625004,2498.677334
501.769416,2498.625262
502.065536,2498.534173
502.336216,2498.426065
502.495835,2498.315201
502.449028,2498.218619
502.370831,2498.107876
502.267077,2497.979588
502.154896,2497.828750
502.144303,2497.626510
502.212283,2497.383242
502.361670,2497.079812
502.610487,2496.717687
503.169991,2496.235104
506.688670,2494.459143
1964.068038,2137.092756
2042.295872,2120.747019
2064.550893,2113.935058
2096.252042,2108.129311
2092.888478,2109.940169
2145.452140,2096.199622
2141.970565,2096.295093
2163.228697,2092.754363
2174.652436,2091.161616
2198.157478,2088.275506
2215.593146,2082.139185
2211.652057,2084.481191
2226.285727,2077.373160
2231.323487,2076.175104
2229.498979,2074.465884
2252.698395,2075.329368
2255.969545,2072.596877
2262.021371,2071.882966
2264.949495,2068.272135
2270.927657,2065.829788
2276.830967,2063.513120
2276.174377,2060.007029
2278.896759,2057.080749
2284.301281,2054.711459
2286.645606,2053.420378
2293.735851,2050.301423
2293.868675,2045.442834
2304.086643,2046.015531
2305.011977,2041.264944
2308.565918,2038.352501
2313.176860,2033.918546
2319.400240,2030.301445
2320.063337,2025.891980
2327.448592,2024.289949
2330.888192,2020.016786
2338.396784,2018.113474
2340.104731,2017.873903
2341.334199,2014.395947
2345.731421,2012.094823
2350.268308,2008.603736
2352.173822,2004.837739
2353.722780,2001.579689
2357.215081,2001.939646
2362.335247,1997.829157
2365.171045,1990.541004
2370.946907,1988.052640
2376.088683,1985.054150
2379.623533,1980.798007
2382.776032,1972.413330
2385.980367,1972.696361
2389.748519,1966.928821
2388.112466,1964.556956
2389.723082,1955.017329
2391.388534,1952.767171
2392.714799,1951.239201
2438.116644,1895.202403
2403.530426,1943.946288
2405.134036,1937.154428
2423.038835,1913.042649
2426.884031,1904.651916
2440.699018,1885.523236
2434.146666,1892.467130
2426.365827,1905.861227
2435.432203,1891.494199
2442.371152,1882.962273
2436.351302,1885.305104
2438.065540,1887.252492
2434.603290,1886.914547
2437.136456,1887.910476
2429.159847,1884.969437
2429.444750,1879.176643
2439.243487,1880.769933
2442.204786,1872.907823
2443.963978,1872.659991
2443.551971,1870.305893
2442.794711,1871.123003
2445.911558,1873.549852
2442.378253,1872.137655
2444.886038,1866.792311
2445.000490,1863.942638
2447.196710,1859.086304
2447.089318,1856.279522
2438.213968,1851.571713
2444.141403,1849.190327
2442.511884,1847.404771
2443.256634,1843.230639
2447.580311,1836.925543
2448.089769,1832.905692
2447.920487,1830.259320
2447.278326,1822.691662
2438.252963,1819.126032
2449.180554,1816.807211
2443.050867,1813.083845
2449.851872,1809.544862
2448.720209,1808.166307
2450.420846,1805.776170
2451.456594,1798.934331
2451.364560,1796.768435
2450.739919,1794.966044
2450.213016,1792.755769
2442.902866,1793.914010
2449.088031,1785.779151
2448.934922,1783.109790
2451.194878,1771.562919
2449.626274,1769.628644
2452.246454,1758.462344
2449.226606,1774.309144
2448.705750,1768.543899
2451.453514,1765.387588
2448.235647,1761.595745
2451.052217,1754.591688
2452.191165,1745.471528
2451.504140,1738.886088
2450.949267,1729.549724
2449.411835,1725.808878
2454.523536,1721.503494
2452.548808,1716.461523
2451.571111,1710.931628
2455.133889,1701.103515
2452.198699,1693.419536
2449.526738,1677.844597
2450.412942,1671.619858
2449.487393,1663.434607
2449.422405,1651.753271
2452.911856,1628.822042
2453.500470,1618.021104
2453.597978,1607.286713
2454.834640,1604.919803
2455.344703,1590.028797
2453.266361,1594.842347
2454.381658,1573.329659
2452.631861,1561.971132
2455.342060,1562.556153
2455.983765,1535.360753
2453.244908,1546.103979
2454.257969,1532.693561
2453.595403,1513.258979
2454.575576,1506.199840
2451.744768,1498.692797
2454.088283,1477.376557
2454.376711,1480.378397
2453.772448,1463.628622
2454.091154,1443.462845
2454.140102,1438.104984
2455.245783,1422.183136
2452.804481,1395.113635
2453.380068,1386.711129
2453.110391,1376.538194
2444.247253,1391.413638
2454.877323,1364.577808
2451.351031,1348.005250
2454.032458,1339.726053
2452.623833,1327.190727
2450.645265,1311.284740
2453.320868,1300.576232
2449.319712,1283.820675
2453.001029,1270.571017
2450.772633,1269.318962
2452.140598,1244.979547
2450.812015,1232.312254
