hv=29709393015.26
time=52618.94
553.019070,-369.901284,2485.558539
555.155093,-403.468728,2485.373187
557.793937,-439.714169,2485.107290
561.110697,-480.914109,2484.693961
566.739024,-538.279465,2483.852381
577.322454,-618.287467,2482.950216
2480.692678,3401.467008,1804.054254
2578.539669,3562.050776,1746.793601
2640.751113,3680.962986,1711.553151
2673.922012,3814.381602,1669.289114
2765.923742,3951.110249,1610.196261
2836.568857,4018.946070,1570.702062
2870.383057,4017.068797,1529.790142
2890.401746,4085.163617,1489.013410
2924.063419,4079.847967,1456.411836
2963.830388,4138.503703,1413.996568
2883.640655,4034.346320,1398.987495
3006.205168,4243.873591,1315.960298
2901.275206,4090.796628,1314.800392
2960.249453,4220.785909,1258.749427
2968.776886,4278.125548,1214.382599
2908.846381,4131.750958,1207.575216
2940.012547,4211.844721,1154.348803
2994.757629,4277.284131,1116.936511
3008.043528,4314.556049,1092.251734
3013.108710,4299.556247,1063.333397
3008.213758,4280.962665,1049.607107
2950.569326,4272.771368,1034.375996
551.673433,-382.818283,2485.456973
553.961998,-416.684559,2485.268487
556.744674,-453.858185,2484.957015
560.835464,-498.072639,2484.387049
567.842819,-561.856523,2483.487092
2557.502314,3288.801158,1812.408131
2625.349746,3492.030073,1757.688915
2676.762332,3638.242605,1723.632593
2731.499489,3790.233770,1671.747287
2765.086276,3866.439039,1634.987968
2809.376952,3930.356617,1590.991969
2891.234364,4006.895696,1546.546366
2924.995472,4042.899444,1506.648636
2921.480115,4050.408993,1474.132321
2986.084510,4157.015988,1423.979693
3012.944469,4193.858165,1391.691016
2922.220172,4076.470056,1373.908272
3017.159531,4232.805097,1308.280188
2983.711400,4231.872336,1282.494712
2981.871429,4201.391750,1250.131956
3018.953803,4274.007377,1183.925100
2939.894316,4174.035575,1193.110196
3018.852667,4208.602855,1140.728048
2970.522166,4220.909655,1113.725521
3055.305388,4338.477435,1073.513283
3036.836505,4347.968247,1068.453553
2986.874937,4288.022765,1049.088363
550.467501,-397.518788,2485.326593
552.973101,-432.478274,2485.061731
556.275276,-470.919501,2484.632424
561.493118,-518.405488,2483.939986
2616.776053,3197.721314,1811.702815
2704.352380,3505.809291,1753.137053
2746.761989,3583.509707,1724.655577
2786.460370,3748.520624,1681.658807
2817.341504,3837.775503,1645.407072
2897.679885,3985.701429,1584.870605
2965.189747,4049.958127,1547.612439
3014.879560,4109.429785,1503.585527
3008.950762,4101.982931,1470.693682
3003.199451,4121.516394,1440.340449
3017.193075,4142.463681,1400.204804
3075.849190,4224.152679,1351.549035
3004.853091,4144.097771,1345.888430
3049.375257,4245.996419,1281.830963
3007.900118,4188.489826,1267.749566
3005.487277,4237.392150,1218.400282
3009.847261,4248.910674,1175.301971
3009.971485,4188.038538,1159.093343
3045.884244,4279.359653,1111.377358
3077.673804,4328.948829,1075.654302
3080.880604,4381.360571,1078.950436
3069.069621,4306.919134,1033.718993
549.532137,-415.085103,2485.069563
552.397146,-449.983183,2484.728993
556.125992,-487.601796,2484.245499
2386.690696,2773.025093,1880.790405
2769.283280,3468.319797,1755.698958
2835.723944,3609.950253,1712.380624
2867.898209,3689.245572,1688.926233
2902.962726,3824.011781,1647.375555
2904.714892,3900.918676,1605.126011
3001.405336,4019.591500,1548.921278
3026.263973,4068.098068,1519.539178
3042.465942,4117.113776,1487.334179
3078.483086,4165.917920,1448.257518
3096.346221,4204.790523,1403.769141
3079.370535,4206.610331,1374.524599
3104.171675,4287.887449,1337.792707
3054.614598,4233.215255,1306.421242
3076.348545,4255.323343,1260.897033
3110.078752,4307.557530,1212.408869
3040.526016,4220.015735,1196.113210
3106.562672,4367.047998,1140.401544
3116.468622,4375.746672,1107.887918
3075.929572,4302.930951,1093.494036
3103.382326,4362.181464,1085.569814
3091.743755,4363.339908,1055.160100
548.863883,-433.189399,2484.723161
551.923386,-466.360981,2484.333813
2071.386979,1863.230096,1911.048619
2825.123621,3368.691555,1763.557985
2934.983998,3590.285509,1700.491175
2934.291253,3654.334359,1682.268801
2988.676015,3793.066026,1646.852379
3045.113336,3929.765316,1593.674886
3061.038129,3992.956882,1557.123497
3023.132072,3989.199593,1529.337433
3088.013747,4064.983509,1497.911994
3111.360312,4135.240650,1454.668203
3137.671117,4196.772977,1409.981139
3150.225552,4232.880140,1383.452626
3107.605014,4183.728726,1362.915842
3136.333920,4286.550653,1315.958039
3156.338294,4297.085569,1254.563734
3118.745239,4265.154426,1241.736420
3145.501264,4300.370228,1182.658597
3119.517338,4283.205847,1156.515907
3129.525342,4320.278513,1118.289434
3145.341916,4348.365427,1079.334068
3144.666889,4404.989621,1110.422894
3119.605126,4334.365885,1044.770566
548.221562,-450.788489,2484.310173
2071.668291,1809.342618,1944.109636
2903.975991,3266.766812,1765.484429
3002.625911,3522.770402,1699.086183
3034.679594,3612.326243,1667.816713
3064.968648,3714.967656,1644.055031
3099.416628,3855.038569,1609.906619
3110.996650,3956.735913,1566.525491
3195.909673,4065.890833,1517.581210
3207.900821,4125.210525,1488.220092
3217.333495,4176.399849,1447.010989
3217.785458,4223.549687,1417.732786
3189.986485,4207.907082,1387.568165
3210.374494,4272.812230,1353.100592
3205.275219,4319.789534,1314.018890
3218.364108,4291.081289,1282.060957
3205.484816,4325.936068,1220.621044
3138.274566,4218.457860,1216.150356
3184.211769,4332.862195,1152.343054
3106.716459,4219.204305,1145.183101
3188.132994,4326.161189,1103.653621
3207.352647,4414.996332,1101.125980
3214.527900,4383.526044,1062.599889
2251.712909,1836.281852,1911.051073
3007.594627,3276.029732,1747.050010
3100.217640,3482.492209,1692.170649
3124.428557,3585.302182,1659.995060
3169.929846,3719.680266,1630.914324
3180.009626,3808.951333,1605.209644
3215.437253,3904.794700,1554.769444
3231.138860,4023.060214,1532.247830
3239.826806,4064.909930,1497.428066
3271.636820,4103.865465,1454.569456
3286.305754,4220.706860,1420.348179
3314.500704,4244.622665,1365.998021
3247.841952,4223.817339,1368.262206
3261.356491,4285.196025,1321.834762
3267.053162,4320.380699,1284.421627
3241.925319,4284.759783,1261.336767
3291.299448,4382.420743,1193.195540
3218.485596,4288.644811,1175.282746
3257.931927,4365.458364,1124.973153
3242.610050,4378.488843,1097.292294
3246.734029,4408.579075,1100.007599
3257.863370,4411.327385,1067.703639
3120.537569,3187.501045,1737.185273
3202.870532,3456.479831,1675.524775
3219.450495,3508.935619,1648.093216
3266.552619,3662.885916,1616.087620
3259.084332,3692.449339,1604.301421
3283.605927,3825.520724,1558.616561
3311.571479,3969.381126,1525.570179
3324.592382,4044.127859,1494.396456
3303.043850,4076.676250,1460.297399
3321.750304,4133.783974,1427.668043
3341.087783,4216.661082,1395.367121
3351.546674,4275.279591,1352.820190
3333.403384,4290.823277,1324.949541
3293.326895,4236.056343,1303.075066
3346.722016,4363.638173,1253.585447
3280.991502,4270.153322,1227.379650
3362.264937,4424.165789,1163.851936
3323.437236,4352.279315,1139.742938
3328.834149,4420.312910,1118.880654
3318.798054,4425.791076,1083.242643
3303.201908,4441.061021,1083.157107
3254.791899,3386.697604,1669.597402
3277.665535,3466.623111,1648.247436
3324.226168,3561.937529,1606.761181
3321.489740,3610.740103,1596.894162
3351.630303,3792.587691,1567.627695
3358.637541,3836.834533,1541.451577
3369.214239,3950.661761,1497.096742
3389.645665,4059.334080,1468.294427
3412.701610,4103.022623,1429.755915
3408.946789,4163.488704,1392.840861
3407.661112,4240.517117,1362.830163
3407.365262,4277.442355,1323.641280
3384.151535,4316.176803,1298.132445
3371.911675,4326.123750,1267.039359
3400.103869,4385.742996,1205.461800
3385.273589,4332.299833,1172.804627
3422.648166,4440.472949,1117.476221
3372.174639,4383.137439,1110.341517
3370.030603,4351.825636,1077.744396
3370.289761,4432.826145,1067.170620
3358.209915,3390.156913,1630.751965
3362.071715,3455.711859,1621.490893
3391.447238,3553.329285,1595.167731
3429.798980,3694.469129,1549.900516
3426.634349,3791.384101,1517.548523
3430.459844,3903.951571,1502.556476
3434.513300,3955.591201,1467.387452
3459.363145,4091.412032,1438.380536
3477.194587,4129.893386,1385.281011
3482.703527,4187.640814,1356.542123
3415.221270,4197.819477,1344.763469
3448.694264,4309.161816,1295.319940
3444.244726,4319.138362,1260.828764
3415.474467,4318.266823,1228.020331
3455.821110,4391.148310,1176.997807
3407.276767,4291.451051,1159.232080
3449.999227,4350.722219,1099.319965
3432.432268,4469.345705,1086.966939
3421.510838,4421.993667,1049.343320
3400.692757,3318.477446,1618.223010
3433.014164,3464.001512,1578.840501
3476.323425,3617.184413,1550.089620
3496.090081,3723.901226,1529.666519
3511.826426,3845.988050,1493.012735
3521.054026,3951.227168,1463.880864
3503.849928,4007.922044,1438.941176
3521.770331,4084.109846,1401.904894
3524.735687,4128.407334,1361.923738
3520.247696,4210.777350,1339.939169
3520.894104,4272.592195,1301.453575
3501.510499,4339.866948,1262.609963
3475.925923,4286.981310,1236.008871
3491.372345,4355.784593,1189.590865
3499.681069,4382.250030,1148.075458
3438.903055,4296.781314,1137.503467
3487.083600,4370.857492,1081.340184
3463.915688,4432.880021,1046.991291
3480.492012,3347.678340,1605.659802
3526.158531,3511.410418,1535.576314
3548.819420,3631.731907,1518.085661
3558.833139,3753.625153,1486.015341
3578.834130,3870.557279,1462.101293
3588.469967,3924.948194,1413.470730
3557.576694,3997.383753,1409.557082
3555.692277,4076.696911,1373.967085
3582.306033,4133.089645,1326.993544
3585.479363,4187.869139,1294.189544
3557.862247,4272.378525,1269.955018
3530.358660,4301.448943,1238.919773
3477.441562,4262.692494,1210.255155
3459.809977,4274.440828,1172.419231
3553.711445,4356.244228,1112.366490
3538.355138,4344.147285,1098.038577
3524.016061,4433.662369,1064.259579
3555.713536,3433.972567,1552.196796
3580.519539,3545.082913,1511.398552
3613.758346,3669.199680,1484.692712
3598.127217,3763.398361,1460.223074
3595.939405,3880.996753,1446.748679
3607.974970,3934.458003,1406.790332
3609.650171,3975.916488,1365.012841
3631.180343,4067.295162,1330.465632
3600.515293,4130.345401,1312.100442
3605.232392,4213.902789,1280.429709
3602.975492,4259.331557,1240.120060
3576.901208,4324.182710,1205.087947
3567.798653,4323.384262,1168.299557
3536.327748,4308.525425,1142.811672
3596.188888,4391.214190,1092.444442
3588.545778,4352.509592,1072.152215
3589.610552,3384.817288,1517.532046
3632.826232,3581.324136,1492.041895
3650.427850,3704.709275,1473.531190
3644.790797,3764.781856,1435.218767
3639.886400,3839.204683,1406.263718
3654.460460,3962.560245,1393.042240
3661.707957,4004.027634,1338.878228
3655.800463,4092.046995,1323.213253
3661.625229,4119.827236,1282.553343
3628.839571,4235.028731,1255.842760
3601.423032,4247.451742,1213.172538
3611.166984,4297.770833,1173.493335
3611.784802,4347.854245,1132.745026
3629.000427,4372.964155,1096.278385
3602.317751,4343.242674,1073.795945
3640.523878,3415.849234,1484.479853
3648.655535,3553.478869,1458.604368
3655.742908,3679.502871,1444.445734
3662.728170,3744.347196,1408.348735
3673.878734,3852.291091,1385.165526
3667.577617,3907.108958,1367.612138
3677.985349,3988.927853,1322.708804
3671.065174,4056.562097,1292.983370
3681.959903,4148.078342,1254.860059
3674.981186,4218.102916,1216.719732
3645.685270,4259.314335,1180.831863
3628.557367,4332.443333,1150.199534
3653.428285,4298.076678,1100.252117
3651.791663,4385.374946,1072.814476
3673.443550,3453.421831,1481.393686
3683.052689,3599.369291,1462.640882
3700.278248,3700.158752,1435.538795
3702.548082,3786.612768,1390.964528
3696.298532,3821.949282,1359.179295
3694.072646,3901.446200,1328.409787
3721.699493,4026.729065,1291.900198
3699.346263,4046.905133,1257.062429
3698.718044,4113.002612,1226.532447
3697.071236,4212.234576,1191.441481
3683.656469,4257.183118,1145.049383
3648.817623,4242.731043,1113.131046
3689.585554,4301.155976,1072.086669
3697.922831,3456.363980,1463.742574
